,question,num_texte
783,Comment est constituée la part incitative de la TEOM et sur quels critères repose-t-elle ?,71
1298,Quel rôle joue le coefficient de localisation dans le calcul de la nouvelle valeur locative révisée ?,100
985,"Quel abattement est applicable pour une donation en ligne directe destinée aux enfants vivants, représentés ou aux ascendants ?",84
1079,Quel mécanisme fiscal s'applique aux produits d'un contrat d'assurance-vie de plus de 8 ans lors du retrait ?,88
718,Quelle action est nécessaire dans la déclaration en ligne pour bénéficier du taux moyen d’imposition plus favorable ?,67
79,"Quel est le montant annuel maximum des heures supplémentaires ou complémentaires exonérées pour un salarié, incluant également la monétisation de jours de repos, au cours d’une année ?",7
150,Comment un contribuable peut-il opter pour l’imposition au barème progressif plutôt que le prélèvement forfaitaire unique sur les gains de cession ?,14
880,"Dans la vente de la nue-propriété ou de l'usufruit, quel ajustement est nécessaire pour déterminer le seuil d'exonération de 15 000 € ?",78
397,"Pour le paiement en espèces d’un impôt, quel est le seuil au-delà duquel ce mode de règlement n’est pas possible, sauf à être fractionné de façon illégale ?",39
1201,Quel seuil de revenu imposable déclenche l'obligation de cotisations sociales pour les loueurs de chambres d’hôtes en 2023 ?,94
1177,"Pour les activités de location de meublés de tourisme classés et chambres d'hôtes, quel abattement s'applique sous le régime micro lorsque les recettes ne dépassent pas 188 700 € ?",93
569,"Si un parent séparé n’a pas la garde de ses enfants mineurs, à quelles conditions peut-il déduire la pension alimentaire qu’il verse ?",54
1053,Quels produits sont soumis au prélèvement forfaitaire libératoire obligatoire à un taux de 5% ?,86
883,Quel engagement est requis pour bénéficier de l'exonération de plus-value lors de la cession d'un droit de surélévation ?,78
440,"Si un contribuable constate une différence entre le montant mentionné dans « Reste à payer » en ligne et l’avis d’impôt, que doit-il vérifier en premier ?",40
785,Quel acte sous seing privé bénéficie d'un enregistrement facultatif ?,72
181,"Dans quel cas une charge, déjà retenue pour la détermination d’un bénéfice industriel et commercial (BIC), est-elle de nouveau déductible du revenu global ?",17
1363,Pendant quelle période le service 'Corriger ma déclaration en ligne' est-il accessible pour corriger votre déclaration après réception de l'avis d'imposition ?,106
106,"Comment est traité fiscalement le trajet domicile-travail si la distance séparant le domicile du lieu de travail est de 60 km (120 km aller-retour), sans justification particulière d’éloignement ?",10
611,Quel service en ligne permet de signaler rapidement le décès d’un conjoint ou partenaire de PACS pour adapter le prélèvement à la source?,58
1083,Quels critères permettent l'exonération d'impôt sur le revenu de certains produits d'assurance-vie ?,88
723,Sur quelles lignes de déclaration doivent être reportés les revenus soumis à une retenue à la source spécifique aux non-résidents ?,67
301,Sur quel site les travailleurs indépendants doivent-ils remplir la déclaration fiscale et sociale unifiée ?,29
174,Comment un auteur doit-il déclarer ses droits d’auteur dans le formulaire 2042-C-PRO s’il opte pour le régime BNC ?,16
109,"Quelle contrainte plafonne les frais réels déduits, hormis les péages, parkings et intérêts d'emprunt, lorsqu’on opte pour la déduction des dépenses réelles liées à l’usage d’un véhicule ?",10
1369,À quel moment est-il possible de régulariser une erreur sur votre déclaration fiscale ?,106
713,"Pour les revenus provenant d'un bien immobilier, quelle opération est imposable en cas de réalisation d'une plus-value en France ?",66
1128,"Depuis l'imposition des revenus de l'année 2019, quel est le nouveau plafond de déduction sur le revenu global des déficits fonciers pour le dispositif Cosse ?",90
983,Quel degré de parenté s'applique pour une donation entre un donateur et son neveu fiscalement défini ?,84
1361,Que recommande-t-on de faire avant la date limite internet de dépôt lors de la correction d'une déclaration en ligne ?,106
1237,Comment doit être transmise la déclaration de résultat d'une SCI en location meublée ?,96
1131,Quelle est la durée minimale de conservation de la propriété des immeubles pour bénéficier du régime dérogatoire sur le déficit foncier des monuments historiques ?,91
1102,Comment est défini le gain d’acquisition pour les actions gratuites attribuées aux salariés ?,89
618,"Si un parent est décédé et était imposé conjointement avec son époux, comment déclarer les revenus en ligne pour l’année du décès?",58
1091,Comment les moins-values constatées lors de la clôture d'un PEA peuvent-elles être compensées fiscalement ?,88
359,Quelle action est préconisée pour éviter un nouveau rejet si les coordonnées bancaires du contribuable ont changé ?,35
660,Quel système d'imposition a été supprimé pour les indemnités de départ en préretraite ou retraite perçues à compter du 1er janvier 2020 ?,62
312,Quelles cotisations sociales sont prises en compte par cette déclaration unifiée pour le professionnel relevant du PAM-C ?,30
1122,Quelle condition relative au locataire est requise dans le dispositif Loc'Avantages pour que le propriétaire bénéficie de la réduction d'impôt ?,90
661,Quel est le principe d'imposition des pensions de retraite en l'absence d'une exonération spécifique ?,63
571,"En cas de résidence alternée pour des enfants mineurs, quelle est la conséquence sur la possibilité de déduire la pension alimentaire ?",54
889,"Si un bien est cédé contre une rente viagère, comment est déterminé le prix de cession ?",79
965,Pour quels professionnels et situations l'exonération des dons en numéraire est-elle applicable dans le cadre de l'aide aux personnels de sécurité ?,83
358,"Si un avis de rejet porte spécifiquement sur un versement spontané, par quel biais la régularisation doit-elle s'effectuer ?",35
693,Quelle situation peut conduire à une double résidence fiscale selon l'application exclusive du droit interne de chaque pays ?,65
207,Comment sont imposés les frais d’accueil déduits chez l’hébergeant au titre du revenu global ?,20
300,Quel est l’avantage principal de la déclaration fiscale et sociale unifiée pour les travailleurs indépendants ?,29
1153,Comment un associé détenant uniquement des parts de SCI non soumise à l'impôt sur les sociétés doit-il déclarer sa quote-part de résultat ?,92
1245,Quelle déclaration n'est pas requise pour un associé détenant uniquement des parts d'une SCI soumise à l'impôt sur les sociétés ?,96
151,"Quelle est la conséquence d’une clôture anticipée d’un PEA avant 5 ans sur les gains générés, si la banque a calculé le solde imposable ?",14
45,"Si plusieurs conditions (cases P, L, G ou W) sont remplies simultanément, comment se cumulent les demi-parts supplémentaires ?",3
680,Quel cas particulier est évoqué pour un contribuable transférant son domicile à Monaco ?,64
833,Quel est le délai imposé pour l'envoi des imprimés de livraison à soi-même (n°943 et n°941) après l'achèvement ou la première occupation de l'immeuble ?,75
808,Quels sont les moyens disponibles pour remplir un modèle d'acte proposé ?,73
1042,"Pour les revenus distribués, quel seuil de revenu fiscal de référence permet une dispense du prélèvement forfaitaire obligatoire pour un contribuable célibataire ?",86
384,"Dans le cadre d’un paiement en ligne classique (hors document de relance), combien de jours s’écoulent au minimum avant le prélèvement sur le compte bancaire ?",38
682,"Pour l'année suivant le retour en France (N+1), quels formulaires doivent être souscrits pour déclarer l'ensemble des revenus perçus ?",64
1238,Quels modes de transmission sont proposés pour la déclaration de résultat d'une SCI ?,96
791,Quelle conséquence l'enregistrement d'un acte sous seing privé a-t-il en cas de litige ?,72
1315,"Dans un bien à usage mixte (habitation et professionnel), quelle partie doit être déclarée via le formulaire n°6660-REV ?",102
87,"Dans le système du quotient appliqué aux revenus exceptionnels, quel est le coefficient de division appliqué pour calculer l’impôt supplémentaire dû ?",8
212,Comment se justifie la déduction des intérêts de prêts de réinstallation ou de reconversion accordés aux Français rapatriés ou rentrant de l’étranger ?,20
761,Quel dispositif permet aux contribuables ayant perdu l’exonération de taxe foncière en faveur des personnes âgées ou handicapées de conserver temporairement ce bénéfice ?,70
1015,Quels biens sont considérés comme immeubles dans le cadre d'une donation ?,85
598,Dans quel délai une déclaration de succession doit-elle être déposée en France lorsque le conjoint décédé résidait habituellement sur le territoire national ?,56
263,"Quelle est la conséquence en matière d’IFI pour un contribuable qui transfère son domicile fiscal en France, alors qu’il ne l’avait pas en France lors des cinq années civiles précédentes ?",25
546,Dans quel cas un parent peut-il choisir de ne pas inclure son enfant mineur à charge dans sa déclaration de revenus ?,51
763,"Dans le cadre de la réforme de la taxe d’habitation, quel pourcentage de dégrèvement est accordé en 2020 aux foyers bénéficiaires dont les ressources respectent les plafonds ?",70
279,À quel montant de patrimoine net taxable un redevable devient-il redevable de l’IFI ?,27
1043,Quel est le taux global des prélèvements sociaux appliqué aux revenus de placement financiers perçus en 2023 ?,86
1389,"À quel moment est-il possible de déposer une réclamation, même après l'établissement de l'impôt ?",108
1135,Quel avantage fiscal s'applique si l'immeuble ne procure aucune recette (ni loyers ni billetterie) ?,91
453,Quelle est la particularité de la mention « Reste à payer » pour un contribuable qui paie ses impôts mensuellement ?,40
925,Quel délai doit être respecté pour bénéficier de l'exonération particulière pour une résidence située en France lors de la cession ?,81
1065,Comment peut-on opter pour l'imposition des plus-values de cession de titres au barème progressif de l'impôt sur le revenu ?,87
1140,Quel est le critère temporel pour déposer une demande de permis de construire ou une déclaration préalable de travaux afin de bénéficier du dispositif Malraux ?,91
0,Qui doit souscrire une déclaration de revenus chaque année ?,0
608,"Si un enfant né puis décédé la même année est déclaré à l’état civil, comment doit-il être pris en compte dans la déclaration des revenus de ses parents ?",57
803,Quel est le délai maximum pour la présentation d'un contrat de prêt passé par un intermédiaire tel qu'un notaire auprès du service en charge de l'enregistrement ?,73
416,"Si le contribuable n’a pas encore reçu son avis d’impôt et n’est pas mensualisé, quelle information n’est pas encore disponible ?",40
813,Comment est déterminé l'abattement appliqué lors du calcul des droits d'enregistrement pour certaines cessions de droits sociaux ?,74
1290,Comment est déterminée la nouvelle valeur locative révisée depuis le 1er janvier 2017 ?,100
768,Quel équipement n'est pas soumis à la contribution à l'audiovisuel public en raison de sa nature spécifique ?,71
564,À quel service doivent être adressées les déclarations individuelles des ex-conjoints lorsque le domicile conjugal était commun avant la séparation ?,53
214,Dans quelle rubrique la retraite mutualiste du combattant doit-elle être déclarée pour être déduite du revenu global ?,20
543,"En cas de résidence alternée de l’enfant entre deux parents séparés, quelle conséquence cela entraîne-t-il pour la pension alimentaire ?",51
295,Comment un contribuable divorcé en 2023 doit-il établir sa déclaration d’IFI pour l’année 2024 ?,28
1306,"Parmi les causes possibles de variation de votre cotisation de taxe foncière, laquelle n'est PAS mentionnée dans l'avis ?",101
643,Sur quelles cases de la déclaration de revenus doivent être inscrites les indemnités perçues en cas de perte totale d’emploi ?,61
924,Quelle est la limite de plus-value nette imposable pour bénéficier de l'exonération particulière liée à la résidence en France pour un non-résident ?,81
119,Quelles sont les dépenses supplémentaires de repas déductibles si le salarié bénéficie d’une cantine ou d’un service de restauration collective à proximité ?,11
240,"Dans le cadre de l’emploi à domicile pour un ascendant, quelle est la principale conséquence si le contribuable souhaite déduire une pension alimentaire pour ce même ascendant la même année ?",23
229,"Lorsque la base de calcul de la réduction d’impôt repose sur le prix d’acquisition ou de revient du bien, quel est le plafond en euros par mètre carré de surface habitable généralement applicable pour les dispositifs de défiscalisation locative évoqués ?",22
656,Quelles indemnités liées au départ à la retraite sont intégralement exonérées d'impôt dans le cadre d'un plan social ?,62
241,"En cas d’emploi direct d’un salarié à domicile, quel document annuel délivré par l’URSSAF, la MSA ou le centre national de traitement du CESU justifie du montant des sommes versées et doit pouvoir être produit à la demande de l’administration fiscale ?",23
765,"Pour bénéficier de l’exonération totale de taxe d’habitation pour les personnes de condition modeste, quelle condition de revenu doit être remplie ?",70
50,Comment sont imposés les revenus perçus par un enfant mineur jusqu’à la date de sa majorité si ce dernier ne demande pas le rattachement pour l’année entière ?,4
800,"Dans le cadre d'une cession de fonds de commerce, quels formulaires doivent être déposés en trois exemplaires ?",73
529,"En cas de déclaration commune souscrite en version papier, quelle mention est indispensable concernant le conjoint ou partenaire ?",49
727,Quel rôle joue la valeur locative cadastrale dans le calcul des impôts locaux ?,68
948,Quelle option offre le formulaire 2734 pour un don manuel d'une valeur supérieure à 15 000 € ?,82
1351,Que devez-vous acquitter lors de la régularisation d'une déclaration erronée en bénéficiant du droit à l’erreur ?,105
1142,Quel engagement de location est requis pour bénéficier de la réduction d'impôt dans le dispositif Malraux ?,91
1398,Quelle démarche devez-vous entreprendre avant de saisir le conciliateur fiscal départemental ?,110
717,"Pour les revenus provenant des DOM, quel taux minimum est applicable si le revenu net imposable est inférieur ou égal à 28 797 € ?",67
1020,Où doivent être déposés les actes de donation portant sur des immeubles ?,85
189,Pourquoi la pension alimentaire versée pour un conjoint ou ex-conjoint peut-elle être déduite du revenu global ?,18
125,Dans quel cas les loyers d’un logement non meublé doivent-ils être imposés dans la catégorie des revenus fonciers ?,12
418,"Outre la consultation en ligne, quelle autre source officielle permet de vérifier l’échéancier de paiement pour un contribuable mensualisé ?",40
441,"Une fois connecté à son espace particulier, quelle action permet d’afficher la liste des contrats et des échéanciers de mensualisation ?",40
875,À partir de quel délai de détention la plus-value immobilière est-elle totalement exonérée de l'impôt sur le revenu ?,78
1308,Comment peut-on expliquer une variation de la base d'imposition figurant sur votre avis de taxe foncière par rapport à l'année précédente ?,101
118,Comment l’employé doit-il intégrer la participation financière de l’employeur lorsqu’il utilise des tickets-restaurant pour ses repas ?,11
1029,Quel type d'acte est requis pour constater une donation afin d'assurer l'authenticité de l'écrit ?,85
518,Dans quelle situation le centre des finances publiques de l’ancien domicile demeure-t-il compétent pour gérer la taxe d’habitation de l’année du déménagement ?,48
575,"Si un parent élève seul deux enfants mineurs au 31 décembre et perçoit une pension alimentaire de l’autre parent, combien de parts de quotient familial peut-il obtenir s’il remplit les conditions de parent isolé ?",54
120,"Dans quelle situation un salarié doit-il nécessairement fournir des justificatifs complets (ticket détaillé, facture) pour ses repas hors domicile ?",11
1333,Que devez-vous faire si vous n'avez pas reçu de déclaration pré-remplie de la part de l'administration ?,103
1045,Comment peut-on opter pour l'imposition au barème progressif des revenus de capitaux mobiliers et des plus-values de cession de valeurs mobilières ?,86
284,Le montant théorique de l’IFI constitue-t-il une dette déductible de l’assiette taxable ?,27
1304,Quels indices visibles sur votre avis de taxe foncière indiquent que votre local professionnel est soumis à la révision des valeurs locatives ?,101
347,Sous quel délai après avoir déclenché un paiement manuel en ligne le complément de retenue à la source est-il généralement prélevé ?,34
1027,Le barème de calcul des droits pour la donation-partage est-il différent de celui des dons manuels ?,85
419,Quel avantage principal offre le simulateur de calcul aux non-mensualisés avant la réception de l’avis d’impôt ?,40
1059,Quels titres bénéficient d'une exonération d'impôt sur le revenu pour les plus-values lors de leur cession ?,87
29,"Comment l’usager obtient-il un premier accès à la déclaration en ligne lorsqu’il n’a jamais déclaré ses revenus auparavant, mais qu’il a reçu les informations nécessaires ?",2
432,"En dehors du contexte mensuel, quel document officiel fait foi pour vérifier le solde restant à payer ?",40
810,Quel est le taux d'enregistrement applicable pour la cession de participations dans des personnes morales à prépondérance immobilière ?,74
201,Qu’advient-il du plafond de déduction non utilisé lors des trois années précédentes pour l’épargne retraite ?,19
714,Dans quel contexte le site officiel 'Impôts.gouv.fr' est-il consulté en relation avec les conventions internationales ?,66
191,Quelle règle s’applique si un parent alterne la garde d’un enfant mineur et participe à son entretien ?,18
1074,Comment est défini le prix de cession dans le cadre de la cession d'actifs numériques ?,87
548,"Quels frais relatifs à un enfant peuvent donner lieu à crédit d’impôt, sous certaines conditions, lorsqu’un parent fait appel à une garde extérieure ?",51
1387,Quelle méthode alternative permet de signaler une erreur sur le calcul de votre impôt via votre espace Particulier ?,108
495,Quelle catégorie de contestation s’applique aux amendes ayant déjà fait l’objet d’un jugement judiciaire ?,45
1257,Quelle condition relative aux locaux doit être remplie pour que les taux réduits de TVA puissent s'appliquer aux travaux ?,97
859,Quel document doit être consulté pour connaître le formulaire adapté à une demande de renseignements auprès du SPF ?,77
450,"Pour un contribuable non mensualisé, quelle action est nécessaire avant de connaître la somme exacte due ?",40
1167,Comment débute l’option pour soumettre les loyers à TVA pour une SCI possédant des locaux professionnels ?,92
1048,"Parmi les frais financiers, lesquels ne sont pas déductibles dans le cadre de l'imposition au barème progressif ?",86
894,À partir de combien d'années de détention la plus-value immobilière est-elle totalement exonérée de l'impôt sur le revenu ?,79
750,Les abattements facultatifs en matière de taxe d'habitation se cumulent-ils avec l'abattement obligatoire ?,69
1336,Quels types de locaux sont imposables à la TSBCS ?,104
271,Quelles sont les conditions générales permettant de déduire une dette du patrimoine taxable à l’IFI ?,26
375,À quelle date limite faut-il adhérer pour que le prélèvement à l’échéance s’applique à un impôt dû le 15 octobre ?,37
6,Quels éléments la déclaration des revenus permet-elle de mettre à jour en plus du calcul de l'impôt dû ?,0
143,"Quelle est la conséquence sur les prélèvements sociaux lorsque le loueur en meublé non professionnel déclare ses revenus via le régime micro, sans être affilié aux organismes sociaux ?",13
1004,Quelle réduction de droits pour charge de famille est applicable pour les donations ou successions ouvertes à partir du 1er janvier 2017 ?,84
220,"À quelle période l'acompte de 60 % du crédit d'impôt est-il généralement versé dans le cadre du prélèvement à la source, après les dépenses engagées l'année précédente ?",21
25,"Quel élément est délivré immédiatement, en plus du courriel de confirmation, lorsque la déclaration en ligne est validée ?",2
17,Quel est le délai maximal pour signaler aux services fiscaux un changement de situation familiale afin d’ajuster le prélèvement à la source ?,1
743,Sur quoi se basent les abattements en matière de taxe d'habitation ?,69
781,"Quels contribuables, malgré une exonération de la taxe foncière sur les propriétés bâties, restent imposés nominativement à la TEOM ?",71
13,Comment doivent déclarer leurs revenus deux personnes qui vivent en union libre sans être mariées ni pacsées ?,1
152,"Dans quel cas un contribuable peut-il reporter directement ses plus-values mobilières en case spécifique sur la déclaration 2042, sans utiliser la 2074 ?",14
616,À qui faut-il transmettre la déclaration de revenus d’un défunt si celle-ci est effectuée sur support papier?,58
554,"Un contribuable héberge, dans le cadre de l'année 2023, une sœur âgée de 78 ans, ne percevant aucune pension alimentaire et disposant de revenus totaux inférieurs au plafond de l’allocation de solidarité aux personnes âgées. Quel montant maximal d’avantages en nature peut-il déduire pour cette personne?",52
696,Quels éléments de rémunération versés dans le cadre d'une activité en France sont considérés comme des revenus d'origine française ?,66
1292,Qui détermine les paramètres départementaux d'évaluation des locaux professionnels ?,100
1164,À quels dispositifs spécifiques les mesures de déduction « Conventionnement Anah » s’appliquent-elles dans une SCI ?,92
379,Que se passe-t-il si l’adhésion au prélèvement à l’échéance est effectuée après la date limite autorisée pour une échéance donnée ?,37
1370,Quel est l'objet principal d'une réclamation fiscale ?,107
641,Dans quelle catégorie de revenus doivent être déclarées les indemnités chômage ?,61
969,"Quel est le plafond global de l'exonération pour les donations d'immeubles neufs par donateur, indépendamment du nombre de donataires ?",83
1311,"Si une modification de votre local affecte votre cotisation mais n'est pas directement lisible sur l'avis, que devez-vous faire pour obtenir davantage de détails ?",101
1227,Dans quelles situations doivent être imposées à la TVA les recettes issues des locations meublées ?,95
267,Quels sont les critères cumulatifs permettant à un bien immobilier d’être totalement exonéré en tant que bien professionnel pour l’IFI ?,26
657,Comment doit être déclarée l'indemnité de départ à la retraite sur la déclaration de revenus ?,62
28,Dans quelles circonstances est-il possible de corriger sa déclaration de revenus même après l’avoir signée en ligne ?,2
999,Quel taux de taxation est appliqué sur la tranche entre 15 932 € et 31 865 € pour une donation entre époux ou partenaires de PACS ?,84
1299,Pendant combien d'années le dispositif de lissage est-il appliqué sur la cotisation de chaque local professionnel ?,100
275,Comment est déterminée la déduction des dettes afférentes à des biens partiellement exonérés pour l’IFI ?,26
350,"Si un contribuable possède d’autres revenus soumis à des acomptes mensuels (ex. revenus fonciers), comment est encaissé le complément de retenue à la source lorsqu’il est payé de manière reconduite automatiquement ?",34
652,Quelle est la règle d'imposition des indemnités versées en cas de départ en préretraite avec rupture du contrat de travail ?,62
244,"Dans quel cas particulier le plafond annuel de 12 000 € (ou 15 000 € la première année d'embauche) pour l’emploi à domicile peut-il être augmenté de 1 500 € supplémentaires, sans jamais dépasser 15 000 € (ou 18 000 € en première année) ?",23
194,"Dans quel cas est-il admis de déduire, sans justifier de dépenses réelles, un montant forfaitaire pour un ascendant hébergé sous votre toit ?",18
1285,Quels sites internet fournissent des informations sur les modalités de versement de la prime forfaitaire remplaçant le CITE ?,99
578,Un parent souhaite justifier la pension alimentaire qu’il déclare déduire lorsque le montant n’a pas été fixé par un jugement. Sur quels critères doit-il s’appuyer ?,54
237,"Dans le cadre du crédit d’impôt pour emploi à domicile, jusqu’à quel montant maximum la limite de dépenses peut-elle être majorée pour la première année d’embauche d’un salarié à domicile, si le contribuable a des personnes à charge ?",23
1330,Quel formulaire pré-rempli vous est adressé par la DGFiP pour la déclaration de la TSBCS ?,103
1100,Quelle durée minimale doit respecter la période d’acquisition pour les actions gratuites attribuées sur autorisation de l’assemblée générale avant le 8 août 2015 ?,89
887,Comment est déterminée la plus-value lors d'une cession immobilière ?,79
951,Quelle formalité distingue une donation classique d’un don manuel ?,82
599,"Lorsqu’un enfant mineur décède au cours de l’année, dans quelles conditions peut-il être pris en compte dans le nombre de parts pour l’impôt sur le revenu ?",57
484,À quel moment un changement de coordonnées bancaires effectué en décembre prend-il effet si la démarche est réalisée après la date limite spécifique ?,43
1417,Quels impôts peuvent bénéficier d'un délai de paiement exceptionnel ?,112
580,Comment se calcule la base de la réduction d’impôt lorsque le débiteur de la prestation compensatoire effectue des versements répartis sur deux années et que le total dépasse 30 500 € ?,55
771,Quelle démarche déclarative est requise pour les contribuables dont aucune résidence n'est équipée d'un téléviseur ?,71
624,Comment détermine-t-on généralement la valeur imposable des biens immobiliers transmis au jour du décès ?,59
486,"Quel chemin de navigation dans l’espace particulier permet de modifier ses coordonnées bancaires pour les prélèvements, après s’être identifié ?",43
868,Quel service peut être contacté pour obtenir une estimation de la taxe foncière avant tout engagement d'achat dans l'ancien ?,77
464,"Lorsque l’on choisit de ne régler qu’une partie de son impôt par prélèvement à l’échéance et que le solde restant dépasse 300 euros, quelle restriction s’applique ?",41
786,Quel avantage juridique principal confère l'enregistrement d'un acte sous seing privé ?,72
583,Qu’advient-il de la prestation compensatoire si elle est versée sous forme de rentes au-delà de douze mois après que le jugement soit passé en force de chose jugée ?,55
1281,Depuis quelle date le crédit d'impôt transition énergétique (CITE) a-t-il été supprimé ?,99
703,Quel est le statut fiscal des travailleurs transfrontaliers résidents français travaillant dans un autre État membre de l'UE ?,66
878,Quelle condition relative au montant de la cession permet une exonération totale de la plus-value réalisée ?,78
1039,Quel est le taux du prélèvement forfaitaire obligatoire non libératoire sur l'ensemble des produits versés à partir de 2018 (sauf exceptions) ?,86
619,Quel est le délai général pour déposer une déclaration de succession lorsque le décès est survenu en France et qu’il n’existe pas de dispense ?,59
1215,"Pour les loueurs en meublé professionnels, pendant combien d'années les déficits non imputés peuvent-ils être reportés ?",94
1087,Quel est le plafond d'exonération annuel pour les dividendes des titres non cotés détenus dans un PEA ?,88
98,"Dans quelles lignes un retrait effectué sur un contrat Madelin doit-il être déclaré au barème progressif, sans abattement, lorsque l’option pour le taux forfaitaire de 7,5 % n’est pas retenue ?",9
85,"Sous quel critère un revenu peut-il être qualifié d’exceptionnel par son montant, en complément de son caractère non récurrent par nature ?",8
922,"Parmi les exonérations applicables aux non-résidents vendant un bien en France, laquelle n'est pas applicable ?",81
121,Comment doit être prise en compte la valeur d’un repas à domicile pour calculer le surcoût d’un repas professionnel plus onéreux ?,11
19,"En cas de mariage, dans quelles conditions peut-on opter pour une imposition séparée l’année même du mariage ?",1
638,Comment déclarer la fraction imposable de l’indemnité si l’on choisit le système du quotient pour l’imposition ?,60
1044,"Quels éléments composent le taux global de 17,2% des prélèvements sociaux sur les revenus de placement financiers ?",86
315,Qui est spécifiquement concerné par la déclaration fiscale et sociale unique pour les revenus 2023 dans le secteur agricole ?,31
1082,Quel est le taux global des prélèvements sociaux appliqué aux produits d'un contrat d'assurance-vie en 2021 et quelles en sont les composantes ?,88
438,"Pour un contribuable non mensualisé, quelle ressource officielle donne les dates limites de paiement ?",40
678,"Lorsqu'un contribuable soumet sa déclaration au format papier après avoir déménagé à l'étranger, quelles informations supplémentaires doit-il impérativement préciser ?",64
24,Le service de déclaration en ligne permet d’établir un calcul automatique pour un type de dépenses souvent nécessaires pour l’exercice d’une activité salariée. De quelle dépense s’agit-il ?,2
734,"Par quel moyen le propriétaire doit-il déclarer les constructions nouvelles, les changements de consistance et les changements d’affectation ?",68
208,À quelles conditions sont déductibles du revenu global les cotisations de sécurité sociale obligatoires d’une personne sans revenu professionnel (ex. étudiant) ?,20
1219,Quel type d'activité est considéré pour la CFE en cas de location meublée ?,95
1225,De quelle manière doivent être effectuées la télédéclaration et le télépaiement pour la CVAE ?,95
551,"Si un contribuable souhaite déduire de son revenu imposable la pension alimentaire versée à sa mère, comment sera traitée cette somme chez la bénéficiaire?",52
462,Combien de demandes de modulation des mensualités est-il possible d’effectuer chaque année ?,41
856,Quelle démarche est recommandée lorsqu'une parcelle apparaît mal délimitée sur le plan cadastral ?,77
236,"Par défaut, à combien s’élève en euros la limite annuelle de dépenses retenues pour le calcul du crédit d’impôt lorsqu’on emploie un salarié à domicile, avant toute majoration ?",23
801,Quel est le montant seuil à partir duquel un contrat de prêt non notarié doit obligatoirement être déclaré ?,73
1028,Quels frais complémentaires sont exigés lors de la publication de l'acte de donation-partage pour des biens immobiliers ?,85
1063,Comment les moins-values issues des cessions de valeurs mobilières sont-elles traitées fiscalement ?,87
585,À partir de quelle date court le délai de douze mois pour verser la prestation compensatoire en capital et bénéficier de la réduction d’impôt ?,55
377,Sur quel type de compte d’épargne un prélèvement à l’échéance est-il envisageable sous réserve de l’accord de la banque ?,37
445,Quelle démarche doit effectuer un contribuable non mensualisé pour visualiser l’échéancier global des dates de paiement de l’impôt ?,40
1384,Quel service en ligne devez-vous utiliser pour corriger une erreur constatée sur votre déclaration de revenus après réception de votre avis d'imposition ?,108
126,Quel régime d’imposition s’applique automatiquement si le revenu brut global de loyers vides n’excède pas 15 000 € charges non comprises ?,12
976,"Quel taux d'exonération s'applique aux œuvres d'art, livres et objets de collection lorsqu'ils sont donnés à l'État ?",83
977,Quel taux d'exonération est attribué aux immeubles classés ou inscrits sur l'inventaire supplémentaire des monuments historiques et détenus par une personne physique ou une SCI ?,83
1243,Où doit être déposée la déclaration de la SCI ?,96
1217,"Pour les loueurs en meublé professionnels, quelles conditions permettent une exonération totale des plus-values lors de la cession ?",94
510,Quels justificatifs doivent impérativement accompagner la demande de délai de paiement adressée à l’administration fiscale ?,47
1320,Dans quelle situation la déclaration n°6660-REV peut-elle être déposée sur demande de l'administration fiscale ?,102
973,Quel taux d'exonération est prévu pour la transmission d'entreprise dans le cadre d'un engagement de conservation ?,83
1078,Quel est l'impact fiscal en l'absence de rachat dans un contrat d'assurance-vie ?,88
227,"Dans le cadre d’un investissement « Pinel » réalisé en métropole, quel est le taux de réduction d’impôt applicable lorsque l’engagement de location est souscrit pour une durée initiale de 9 ans ?",22
821,"Quel droit fixe s'applique aux actes constatant des baux à durée limitée d'immeubles, de fonds de commerce ou de clientèles lorsque l'enregistrement est requis par les parties ?",74
1372,Pour quels impôts peut-on déposer une réclamation fiscale ?,107
467,"Lorsqu’un redevable souhaite cesser temporairement le prélèvement mensuel parce qu’il estime avoir déjà réglé la totalité de son impôt avant la fin de l’année, quelle démarche est la plus adaptée ?",42
1416,Quel délai le médiateur s'efforce-t-il de respecter pour finaliser sa procédure de médiation ?,111
481,"Sur quels types de comptes l’administration fiscale n’est-elle généralement pas autorisée à prélever, sauf autorisation spécifique de la banque ?",43
987,"Quel est le montant de l'abattement applicable aux personnes handicapées, sans condition de lien de parenté ?",84
141,Quel formulaire le loueur en meublé doit-il renseigner pour déclarer ses revenus BIC au régime réel ?,13
251,"Pour un couple avec un enfant à charge en résidence alternée, quel est le plafond total sur cinq ans pour les dépenses d’équipements d’accessibilité en faveur des personnes âgées ou handicapées ?",24
525,Quel est le délai pour signaler un mariage ou un pacs à l'administration afin d'adapter immédiatement le prélèvement à la source ?,49
872,"Pour bénéficier de l'exonération de plus-value lors de la première cession d'un logement autre que la résidence principale, quelles conditions sont requises ?",78
645,Quelle indemnité ne doit pas être déclarée dans la déclaration de revenus ?,61
473,"Quelle conséquence financière découle directement de la résiliation du contrat de prélèvement mensuel, le mois suivant la résiliation ?",42
728,Comment est définie la valeur locative cadastrale d’un bien ?,68
629,Quelle partie de l’indemnité de licenciement est imposable lorsqu’elle dépasse un certain seuil ?,60
